date,realtime_end,realtime_start,value
2000-01-01,2019-09-15,2019-09-15,601868.0
2000-02-01,2019-09-15,2019-09-15,578030.0
2000-03-01,2019-09-15,2019-09-15,577105.0
2000-04-01,2019-09-15,2019-09-15,578588.0
2000-05-01,2019-09-15,2019-09-15,580556.0
2000-06-01,2019-09-15,2019-09-15,581960.0
2000-07-01,2019-09-15,2019-09-15,584222.0
2000-08-01,2019-09-15,2019-09-15,583423.0
2000-09-01,2019-09-15,2019-09-15,583752.0
2000-10-01,2019-09-15,2019-09-15,585252.0
2000-11-01,2019-09-15,2019-09-15,590277.0
2000-12-01,2019-09-15,2019-09-15,598305.0
2001-01-01,2019-09-15,2019-09-15,598666.0
2001-02-01,2019-09-15,2019-09-15,595873.0
2001-03-01,2019-09-15,2019-09-15,599106.0
2001-04-01,2019-09-15,2019-09-15,601727.0
2001-05-01,2019-09-15,2019-09-15,605919.0
2001-06-01,2019-09-15,2019-09-15,609096.0
2001-07-01,2019-09-15,2019-09-15,615984.0
2001-08-01,2019-09-15,2019-09-15,622427.0
2001-09-01,2019-09-15,2019-09-15,647223.0
2001-10-01,2019-09-15,2019-09-15,635154.0
2001-11-01,2019-09-15,2019-09-15,639465.0
2001-12-01,2019-09-15,2019-09-15,650775.0
2002-01-01,2019-09-15,2019-09-15,653760.0
2002-02-01,2019-09-15,2019-09-15,654639.0
2002-03-01,2019-09-15,2019-09-15,658956.0
2002-04-01,2019-09-15,2019-09-15,663401.0
2002-05-01,2019-09-15,2019-09-15,668606.0
2002-06-01,2019-09-15,2019-09-15,673966.0
2002-07-01,2019-09-15,2019-09-15,679310.0
2002-08-01,2019-09-15,2019-09-15,679765.0
2002-09-01,2019-09-15,2019-09-15,680397.0
2002-10-01,2019-09-15,2019-09-15,681855.0
2002-11-01,2019-09-15,2019-09-15,688494.0
2002-12-01,2019-09-15,2019-09-15,699216.0
2003-01-01,2019-09-15,2019-09-15,699262.0
2003-02-01,2019-09-15,2019-09-15,700958.0
2003-03-01,2019-09-15,2019-09-15,705269.0
2003-04-01,2019-09-15,2019-09-15,709552.0
2003-05-01,2019-09-15,2019-09-15,713711.0
2003-06-01,2019-09-15,2019-09-15,714979.0
